#;MsgType;Timestamp;Lat;Lon;SpeedKnots;SpeedKmph;TrueHeading;MagnHeading
6505;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6506;GSA;;;;;;;
6507;GSV;;;;;;;
6508;GSV;;;;;;;
6509;;;;;;;;NMEA message parser not found for GRM.
6510;RMC;12/26/2016 9:56:33 PM;49.2095189333333;16.602891;;;;
6511;;;;;;;;NMEA message parser not found for RMB.
6512;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6513;GSA;;;;;;;
6514;GSV;;;;;;;
6515;GSV;;;;;;;
6516;;;;;;;;NMEA message parser not found for GRM.
6517;RMC;12/26/2016 9:56:34 PM;49.2095221166667;16.6029004833333;;;;
6518;;;;;;;;NMEA message parser not found for RMB.
6519;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6520;GSA;;;;;;;
6521;GSV;;;;;;;
6522;GSV;;;;;;;
6523;;;;;;;;NMEA message parser not found for GRM.
6524;RMC;12/26/2016 9:56:35 PM;49.2095253;16.6029099833333;;;;
6525;;;;;;;;NMEA message parser not found for RMB.
6526;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6527;GSA;;;;;;;
6528;GSV;;;;;;;
6529;GSV;;;;;;;
6530;;;;;;;;NMEA message parser not found for GRM.
6531;RMC;12/26/2016 9:56:36 PM;49.2095284833333;16.6029194666667;;;;
6532;;;;;;;;NMEA message parser not found for RMB.
6533;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6534;GSA;;;;;;;
6535;GSV;;;;;;;
6536;GSV;;;;;;;
6537;;;;;;;;NMEA message parser not found for GRM.
6538;RMC;12/26/2016 9:56:37 PM;49.2095316833333;16.60292895;;;;
6539;;;;;;;;NMEA message parser not found for RMB.
6540;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6541;GSA;;;;;;;
6542;GSV;;;;;;;
6543;GSV;;;;;;;
6544;;;;;;;;NMEA message parser not found for GRM.
6545;RMC;12/26/2016 9:56:38 PM;49.2095348666667;16.60293845;;;;
6546;;;;;;;;NMEA message parser not found for RMB.
6547;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6548;GSA;;;;;;;
6549;GSV;;;;;;;
6550;GSV;;;;;;;
6551;;;;;;;;NMEA message parser not found for GRM.
6552;RMC;12/26/2016 9:56:39 PM;49.20953805;16.6029479333333;;;;
6553;;;;;;;;NMEA message parser not found for RMB.
6554;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6555;GSA;;;;;;;
6556;GSV;;;;;;;
6557;GSV;;;;;;;
6558;;;;;;;;NMEA message parser not found for GRM.
6559;RMC;12/26/2016 9:56:40 PM;49.2095412333333;16.6029574333333;;;;
6560;;;;;;;;NMEA message parser not found for RMB.
6561;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6562;GSA;;;;;;;
6563;GSV;;;;;;;
6564;GSV;;;;;;;
6565;;;;;;;;NMEA message parser not found for GRM.
6566;RMC;12/26/2016 9:56:41 PM;49.2095444166667;16.6029669166667;;;;
6567;;;;;;;;NMEA message parser not found for RMB.
6568;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6569;GSA;;;;;;;
6570;GSV;;;;;;;
6571;GSV;;;;;;;
6572;;;;;;;;NMEA message parser not found for GRM.
6573;RMC;12/26/2016 9:56:42 PM;49.2095476;16.6029764;;;;
6574;;;;;;;;NMEA message parser not found for RMB.
6575;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6576;GSA;;;;;;;
6577;GSV;;;;;;;
6578;GSV;;;;;;;
6579;;;;;;;;NMEA message parser not found for GRM.
6580;RMC;12/26/2016 9:56:43 PM;49.2095507833333;16.6029859;;;;
6581;;;;;;;;NMEA message parser not found for RMB.
6582;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6583;GSA;;;;;;;
6584;GSV;;;;;;;
6585;GSV;;;;;;;
6586;;;;;;;;NMEA message parser not found for GRM.
6587;RMC;12/26/2016 9:56:44 PM;49.2095539666667;16.6029953833333;;;;
6588;;;;;;;;NMEA message parser not found for RMB.
6589;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6590;GSA;;;;;;;
6591;GSV;;;;;;;
6592;GSV;;;;;;;
6593;;;;;;;;NMEA message parser not found for GRM.
6594;RMC;12/26/2016 9:56:45 PM;49.20955715;16.6030048833333;;;;
6595;;;;;;;;NMEA message parser not found for RMB.
6596;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6597;GSA;;;;;;;
6598;GSV;;;;;;;
6599;GSV;;;;;;;
6600;;;;;;;;NMEA message parser not found for GRM.
6601;RMC;12/26/2016 9:56:46 PM;49.2095603333333;16.6030143666667;;;;
6602;;;;;;;;NMEA message parser not found for RMB.
6603;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6604;GSA;;;;;;;
6605;GSV;;;;;;;
6606;GSV;;;;;;;
6607;;;;;;;;NMEA message parser not found for GRM.
6608;RMC;12/26/2016 9:56:47 PM;49.2095635166667;16.60302385;;;;
6609;;;;;;;;NMEA message parser not found for RMB.
6610;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6611;GSA;;;;;;;
6612;GSV;;;;;;;
6613;GSV;;;;;;;
6614;;;;;;;;NMEA message parser not found for GRM.
6615;RMC;12/26/2016 9:56:48 PM;49.2095667;16.60303335;;;;
6616;;;;;;;;NMEA message parser not found for RMB.
6617;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6618;GSA;;;;;;;
6619;GSV;;;;;;;
6620;GSV;;;;;;;
6621;;;;;;;;NMEA message parser not found for GRM.
6622;RMC;12/26/2016 9:56:49 PM;49.2095698833333;16.6030428333333;;;;
6623;;;;;;;;NMEA message parser not found for RMB.
6624;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6625;GSA;;;;;;;
6626;GSV;;;;;;;
6627;GSV;;;;;;;
6628;;;;;;;;NMEA message parser not found for GRM.
6629;RMC;12/26/2016 9:56:50 PM;49.2095730666667;16.6030523333333;;;;
6630;;;;;;;;NMEA message parser not found for RMB.
6631;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6632;GSA;;;;;;;
6633;GSV;;;;;;;
6634;GSV;;;;;;;
6635;;;;;;;;NMEA message parser not found for GRM.
6636;RMC;12/26/2016 9:56:51 PM;49.20957625;16.6030618166667;;;;
6637;;;;;;;;NMEA message parser not found for RMB.
6638;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6639;GSA;;;;;;;
6640;GSV;;;;;;;
6641;GSV;;;;;;;
6642;;;;;;;;NMEA message parser not found for GRM.
6643;RMC;12/26/2016 9:56:52 PM;49.2095794333333;16.6030713;;;;
6644;;;;;;;;NMEA message parser not found for RMB.
6645;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6646;GSA;;;;;;;
6647;GSV;;;;;;;
6648;GSV;;;;;;;
6649;;;;;;;;NMEA message parser not found for GRM.
6650;RMC;12/26/2016 9:56:53 PM;49.2095826333333;16.6030808;;;;
6651;;;;;;;;NMEA message parser not found for RMB.
6652;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6653;GSA;;;;;;;
6654;GSV;;;;;;;
6655;GSV;;;;;;;
6656;;;;;;;;NMEA message parser not found for GRM.
6657;RMC;12/26/2016 9:56:54 PM;49.2095858166667;16.6030902833333;;;;
6658;;;;;;;;NMEA message parser not found for RMB.
6659;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6660;GSA;;;;;;;
6661;GSV;;;;;;;
6662;GSV;;;;;;;
6663;;;;;;;;NMEA message parser not found for GRM.
6664;RMC;12/26/2016 9:56:55 PM;49.209589;16.6030997833333;;;;
6665;;;;;;;;NMEA message parser not found for RMB.
6666;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6667;GSA;;;;;;;
6668;GSV;;;;;;;
6669;GSV;;;;;;;
6670;;;;;;;;NMEA message parser not found for GRM.
6671;RMC;12/26/2016 9:56:56 PM;49.2095921833333;16.6031092666667;;;;
6672;;;;;;;;NMEA message parser not found for RMB.
6673;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6674;GSA;;;;;;;
6675;GSV;;;;;;;
6676;GSV;;;;;;;
6677;;;;;;;;NMEA message parser not found for GRM.
6678;RMC;12/26/2016 9:56:57 PM;49.2095953666667;16.60311875;;;;
6679;;;;;;;;NMEA message parser not found for RMB.
6680;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6681;GSA;;;;;;;
6682;GSV;;;;;;;
6683;GSV;;;;;;;
6684;;;;;;;;NMEA message parser not found for GRM.
6685;RMC;12/26/2016 9:56:58 PM;49.20959855;16.60312825;;;;
6686;;;;;;;;NMEA message parser not found for RMB.
6687;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6688;GSA;;;;;;;
6689;GSV;;;;;;;
6690;GSV;;;;;;;
6691;;;;;;;;NMEA message parser not found for GRM.
6692;RMC;12/26/2016 9:56:59 PM;49.2096017333333;16.6031377333333;;;;
6693;;;;;;;;NMEA message parser not found for RMB.
6694;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6695;GSA;;;;;;;
6696;GSV;;;;;;;
6697;GSV;;;;;;;
6698;;;;;;;;NMEA message parser not found for GRM.
6699;RMC;12/26/2016 9:57:00 PM;49.2096049166667;16.6031472333333;;;;
6700;;;;;;;;NMEA message parser not found for RMB.
6701;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6702;GSA;;;;;;;
6703;GSV;;;;;;;
6704;GSV;;;;;;;
6705;;;;;;;;NMEA message parser not found for GRM.
6706;RMC;12/26/2016 9:57:01 PM;49.2096081;16.6031567166667;;;;
6707;;;;;;;;NMEA message parser not found for RMB.
6708;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6709;GSA;;;;;;;
6710;GSV;;;;;;;
6711;GSV;;;;;;;
6712;;;;;;;;NMEA message parser not found for GRM.
6713;RMC;12/26/2016 9:57:02 PM;49.2096112833333;16.6031662;;;;
6714;;;;;;;;NMEA message parser not found for RMB.
6715;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6716;GSA;;;;;;;
6717;GSV;;;;;;;
6718;GSV;;;;;;;
6719;;;;;;;;NMEA message parser not found for GRM.
6720;RMC;12/26/2016 9:57:03 PM;49.2096144666667;16.6031757;;;;
6721;;;;;;;;NMEA message parser not found for RMB.
6722;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6723;GSA;;;;;;;
6724;GSV;;;;;;;
6725;GSV;;;;;;;
6726;;;;;;;;NMEA message parser not found for GRM.
6727;RMC;12/26/2016 9:57:04 PM;49.20961765;16.6031851833333;;;;
6728;;;;;;;;NMEA message parser not found for RMB.
6729;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6730;GSA;;;;;;;
6731;GSV;;;;;;;
6732;GSV;;;;;;;
6733;;;;;;;;NMEA message parser not found for GRM.
6734;RMC;12/26/2016 9:57:05 PM;49.2096208333333;16.6031946833333;;;;
6735;;;;;;;;NMEA message parser not found for RMB.
6736;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6737;GSA;;;;;;;
6738;GSV;;;;;;;
6739;GSV;;;;;;;
6740;;;;;;;;NMEA message parser not found for GRM.
6741;RMC;12/26/2016 9:57:06 PM;49.2096240166667;16.6032041666667;;;;
6742;;;;;;;;NMEA message parser not found for RMB.
6743;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6744;GSA;;;;;;;
6745;GSV;;;;;;;
6746;GSV;;;;;;;
6747;;;;;;;;NMEA message parser not found for GRM.
6748;RMC;12/26/2016 9:57:07 PM;49.2096272;16.60321365;;;;
6749;;;;;;;;NMEA message parser not found for RMB.
6750;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6751;GSA;;;;;;;
6752;GSV;;;;;;;
6753;GSV;;;;;;;
6754;;;;;;;;NMEA message parser not found for GRM.
6755;RMC;12/26/2016 9:57:08 PM;49.2096329166667;16.6032170666667;;;;
6756;;;;;;;;NMEA message parser not found for RMB.
6757;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6758;GSA;;;;;;;
6759;GSV;;;;;;;
6760;GSV;;;;;;;
6761;;;;;;;;NMEA message parser not found for GRM.
6762;RMC;12/26/2016 9:57:09 PM;49.2096419;16.6032126333333;;;;
6763;;;;;;;;NMEA message parser not found for RMB.
6764;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6765;GSA;;;;;;;
6766;GSV;;;;;;;
6767;GSV;;;;;;;
6768;;;;;;;;NMEA message parser not found for GRM.
6769;RMC;12/26/2016 9:57:10 PM;49.2096508666667;16.6032081833333;;;;
6770;;;;;;;;NMEA message parser not found for RMB.
6771;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6772;GSA;;;;;;;
6773;GSV;;;;;;;
6774;GSV;;;;;;;
6775;;;;;;;;NMEA message parser not found for GRM.
6776;RMC;12/26/2016 9:57:11 PM;49.20965985;16.60320375;;;;
6777;;;;;;;;NMEA message parser not found for RMB.
6778;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6779;GSA;;;;;;;
6780;GSV;;;;;;;
6781;GSV;;;;;;;
6782;;;;;;;;NMEA message parser not found for GRM.
6783;RMC;12/26/2016 9:57:12 PM;49.2096688166667;16.6031993166667;;;;
6784;;;;;;;;NMEA message parser not found for RMB.
6785;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6786;GSA;;;;;;;
6787;GSV;;;;;;;
6788;GSV;;;;;;;
6789;;;;;;;;NMEA message parser not found for GRM.
6790;RMC;12/26/2016 9:57:13 PM;49.2096777833333;16.6031948833333;;;;
6791;;;;;;;;NMEA message parser not found for RMB.
6792;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6793;GSA;;;;;;;
6794;GSV;;;;;;;
6795;GSV;;;;;;;
6796;;;;;;;;NMEA message parser not found for GRM.
6797;RMC;12/26/2016 9:57:14 PM;49.2096867666667;16.60319045;;;;
6798;;;;;;;;NMEA message parser not found for RMB.
6799;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6800;GSA;;;;;;;
6801;GSV;;;;;;;
6802;GSV;;;;;;;
6803;;;;;;;;NMEA message parser not found for GRM.
6804;RMC;12/26/2016 9:57:15 PM;49.2096957333333;16.6031860166667;;;;
6805;;;;;;;;NMEA message parser not found for RMB.
6806;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6807;GSA;;;;;;;
6808;GSV;;;;;;;
6809;GSV;;;;;;;
6810;;;;;;;;NMEA message parser not found for GRM.
6811;RMC;12/26/2016 9:57:16 PM;49.2097047166667;16.6031815833333;;;;
6812;;;;;;;;NMEA message parser not found for RMB.
6813;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6814;GSA;;;;;;;
6815;GSV;;;;;;;
6816;GSV;;;;;;;
6817;;;;;;;;NMEA message parser not found for GRM.
6818;RMC;12/26/2016 9:57:17 PM;49.2097136833333;16.60317715;;;;
6819;;;;;;;;NMEA message parser not found for RMB.
6820;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6821;GSA;;;;;;;
6822;GSV;;;;;;;
6823;GSV;;;;;;;
6824;;;;;;;;NMEA message parser not found for GRM.
6825;RMC;12/26/2016 9:57:18 PM;49.2097226666667;16.6031727166667;;;;
6826;;;;;;;;NMEA message parser not found for RMB.
6827;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6828;GSA;;;;;;;
6829;GSV;;;;;;;
6830;GSV;;;;;;;
6831;;;;;;;;NMEA message parser not found for GRM.
6832;RMC;12/26/2016 9:57:19 PM;49.2097316333333;16.6031682666667;;;;
6833;;;;;;;;NMEA message parser not found for RMB.
6834;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6835;GSA;;;;;;;
6836;GSV;;;;;;;
6837;GSV;;;;;;;
6838;;;;;;;;NMEA message parser not found for GRM.
6839;RMC;12/26/2016 9:57:20 PM;49.2097406;16.6031638333333;;;;
6840;;;;;;;;NMEA message parser not found for RMB.
6841;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6842;GSA;;;;;;;
6843;GSV;;;;;;;
6844;GSV;;;;;;;
6845;;;;;;;;NMEA message parser not found for GRM.
6846;RMC;12/26/2016 9:57:21 PM;49.2097495833333;16.6031594;;;;
6847;;;;;;;;NMEA message parser not found for RMB.
6848;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6849;GSA;;;;;;;
6850;GSV;;;;;;;
6851;GSV;;;;;;;
6852;;;;;;;;NMEA message parser not found for GRM.
6853;RMC;12/26/2016 9:57:22 PM;49.20975855;16.6031549666667;;;;
6854;;;;;;;;NMEA message parser not found for RMB.
6855;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6856;GSA;;;;;;;
6857;GSV;;;;;;;
6858;GSV;;;;;;;
6859;;;;;;;;NMEA message parser not found for GRM.
6860;RMC;12/26/2016 9:57:23 PM;49.2097675333333;16.6031505333333;;;;
6861;;;;;;;;NMEA message parser not found for RMB.
6862;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6863;GSA;;;;;;;
6864;GSV;;;;;;;
6865;GSV;;;;;;;
6866;;;;;;;;NMEA message parser not found for GRM.
6867;RMC;12/26/2016 9:57:24 PM;49.2097765;16.6031461;;;;
6868;;;;;;;;NMEA message parser not found for RMB.
6869;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6870;GSA;;;;;;;
6871;GSV;;;;;;;
6872;GSV;;;;;;;
6873;;;;;;;;NMEA message parser not found for GRM.
6874;RMC;12/26/2016 9:57:25 PM;49.2097854833333;16.6031416666667;;;;
6875;;;;;;;;NMEA message parser not found for RMB.
6876;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6877;GSA;;;;;;;
6878;GSV;;;;;;;
6879;GSV;;;;;;;
6880;;;;;;;;NMEA message parser not found for GRM.
6881;RMC;12/26/2016 9:57:26 PM;49.20979445;16.6031372333333;;;;
6882;;;;;;;;NMEA message parser not found for RMB.
6883;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6884;GSA;;;;;;;
6885;GSV;;;;;;;
6886;GSV;;;;;;;
6887;;;;;;;;NMEA message parser not found for GRM.
6888;RMC;12/26/2016 9:57:27 PM;49.2098034166667;16.6031327833333;;;;
6889;;;;;;;;NMEA message parser not found for RMB.
6890;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6891;GSA;;;;;;;
6892;GSV;;;;;;;
6893;GSV;;;;;;;
6894;;;;;;;;NMEA message parser not found for GRM.
6895;RMC;12/26/2016 9:57:28 PM;49.2098124;16.60312835;;;;
6896;;;;;;;;NMEA message parser not found for RMB.
6897;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6898;GSA;;;;;;;
6899;GSV;;;;;;;
6900;GSV;;;;;;;
6901;;;;;;;;NMEA message parser not found for GRM.
6902;RMC;12/26/2016 9:57:29 PM;49.2098213666667;16.6031239166667;;;;
6903;;;;;;;;NMEA message parser not found for RMB.
6904;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6905;GSA;;;;;;;
6906;GSV;;;;;;;
6907;GSV;;;;;;;
6908;;;;;;;;NMEA message parser not found for GRM.
6909;RMC;12/26/2016 9:57:30 PM;49.20983035;16.6031194833333;;;;
6910;;;;;;;;NMEA message parser not found for RMB.
6911;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6912;GSA;;;;;;;
6913;GSV;;;;;;;
6914;GSV;;;;;;;
6915;;;;;;;;NMEA message parser not found for GRM.
6916;RMC;12/26/2016 9:57:31 PM;49.2098393166667;16.60311505;;;;
6917;;;;;;;;NMEA message parser not found for RMB.
6918;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6919;GSA;;;;;;;
6920;GSV;;;;;;;
6921;GSV;;;;;;;
6922;;;;;;;;NMEA message parser not found for GRM.
6923;RMC;12/26/2016 9:57:32 PM;49.2098483;16.6031106166667;;;;
6924;;;;;;;;NMEA message parser not found for RMB.
6925;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6926;GSA;;;;;;;
6927;GSV;;;;;;;
6928;GSV;;;;;;;
6929;;;;;;;;NMEA message parser not found for GRM.
6930;RMC;12/26/2016 9:57:33 PM;49.2098572666667;16.6031061833333;;;;
6931;;;;;;;;NMEA message parser not found for RMB.
6932;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6933;GSA;;;;;;;
6934;GSV;;;;;;;
6935;GSV;;;;;;;
6936;;;;;;;;NMEA message parser not found for GRM.
6937;RMC;12/26/2016 9:57:34 PM;49.2098662333333;16.60310175;;;;
6938;;;;;;;;NMEA message parser not found for RMB.
6939;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6940;GSA;;;;;;;
6941;GSV;;;;;;;
6942;GSV;;;;;;;
6943;;;;;;;;NMEA message parser not found for GRM.
6944;RMC;12/26/2016 9:57:35 PM;49.2098752166667;16.6030973166667;;;;
6945;;;;;;;;NMEA message parser not found for RMB.
6946;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6947;GSA;;;;;;;
6948;GSV;;;;;;;
6949;GSV;;;;;;;
6950;;;;;;;;NMEA message parser not found for GRM.
6951;RMC;12/26/2016 9:57:36 PM;49.2098841833333;16.6030928666667;;;;
6952;;;;;;;;NMEA message parser not found for RMB.
6953;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6954;GSA;;;;;;;
6955;GSV;;;;;;;
6956;GSV;;;;;;;
6957;;;;;;;;NMEA message parser not found for GRM.
6958;RMC;12/26/2016 9:57:37 PM;49.2098931666667;16.6030884333333;;;;
6959;;;;;;;;NMEA message parser not found for RMB.
6960;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6961;GSA;;;;;;;
6962;GSV;;;;;;;
6963;GSV;;;;;;;
6964;;;;;;;;NMEA message parser not found for GRM.
6965;RMC;12/26/2016 9:57:38 PM;49.2099021333333;16.603084;;;;
6966;;;;;;;;NMEA message parser not found for RMB.
6967;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6968;GSA;;;;;;;
6969;GSV;;;;;;;
6970;GSV;;;;;;;
6971;;;;;;;;NMEA message parser not found for GRM.
6972;RMC;12/26/2016 9:57:39 PM;49.2099111;16.6030795666667;;;;
6973;;;;;;;;NMEA message parser not found for RMB.
6974;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6975;GSA;;;;;;;
6976;GSV;;;;;;;
6977;GSV;;;;;;;
6978;;;;;;;;NMEA message parser not found for GRM.
6979;RMC;12/26/2016 9:57:40 PM;49.2099200833333;16.6030751333333;;;;
6980;;;;;;;;NMEA message parser not found for RMB.
6981;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6982;GSA;;;;;;;
6983;GSV;;;;;;;
6984;GSV;;;;;;;
6985;;;;;;;;NMEA message parser not found for GRM.
6986;RMC;12/26/2016 9:57:41 PM;49.20992905;16.6030707;;;;
6987;;;;;;;;NMEA message parser not found for RMB.
6988;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6989;GSA;;;;;;;
6990;GSV;;;;;;;
6991;GSV;;;;;;;
6992;;;;;;;;NMEA message parser not found for GRM.
6993;RMC;12/26/2016 9:57:42 PM;49.2099380333333;16.6030662666667;;;;
6994;;;;;;;;NMEA message parser not found for RMB.
6995;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
6996;GSA;;;;;;;
6997;GSV;;;;;;;
6998;GSV;;;;;;;
6999;;;;;;;;NMEA message parser not found for GRM.
7000;RMC;12/26/2016 9:57:43 PM;49.209947;16.6030618333333;;;;
7001;;;;;;;;NMEA message parser not found for RMB.
7002;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
7003;GSA;;;;;;;
7004;GSV;;;;;;;
7005;GSV;;;;;;;
7006;;;;;;;;NMEA message parser not found for GRM.
7007;RMC;12/26/2016 9:57:44 PM;49.2099559833333;16.6030573833333;;;;
7008;;;;;;;;NMEA message parser not found for RMB.
7009;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
7010;GSA;;;;;;;
7011;GSV;;;;;;;
7012;GSV;;;;;;;
7013;;;;;;;;NMEA message parser not found for GRM.
7014;RMC;12/26/2016 9:57:45 PM;49.20996495;16.60305295;;;;
7015;;;;;;;;NMEA message parser not found for RMB.
7016;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
7017;GSA;;;;;;;
7018;GSV;;;;;;;
7019;GSV;;;;;;;
7020;;;;;;;;NMEA message parser not found for GRM.
7021;RMC;12/26/2016 9:57:46 PM;49.2099739166667;16.6030485166667;;;;
7022;;;;;;;;NMEA message parser not found for RMB.
7023;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
7024;GSA;;;;;;;
7025;GSV;;;;;;;
7026;GSV;;;;;;;
7027;;;;;;;;NMEA message parser not found for GRM.
7028;RMC;12/26/2016 9:57:47 PM;49.2099829;16.6030440833333;;;;
7029;;;;;;;;NMEA message parser not found for RMB.
7030;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
7031;GSA;;;;;;;
7032;GSV;;;;;;;
7033;GSV;;;;;;;
7034;;;;;;;;NMEA message parser not found for GRM.
7035;RMC;12/26/2016 9:57:48 PM;49.2099918666667;16.60303965;;;;
7036;;;;;;;;NMEA message parser not found for RMB.
7037;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
7038;GSA;;;;;;;
